term,index,definition
gross investment income,title-26_subtitle-A_chapter-1_subchapter-L_part-II_section-834_subsection-b,"means the sum of the following: (1) The gross amount of income during the taxable year from— (A) interest, dividends, rents, and royalties, (B) the entering into of any lease, mortgage, or other instrument or agreement from which the insurance company derives interest, rents, or royalties, (C) the alteration or termination of any instrument or agreement described in subparagraph (B), and (D) gains from sales or exchanges of capital assets to the extent provided in subchapter P (relating to capital gains and losses)."
gross investment income,title-26_subtitle-D_chapter-42_subchapter-A_section-4940_subsection-c,"means the gross amount of income from interest, dividends, rents, payments with respect to securities loans (as defined in section 512(a)(5)), and royalties, but not including any such income to the extent included in computing the tax imposed by section 511."
permitted investments,title-26_subtitle-A_chapter-1_subchapter-M_part-IV_section-860G_subsection-a,"means any— (A) cash flow investment, (B) qualified reserve asset, or (C) foreclosure property."
deferred deduction remuneration,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-162_subsection-m,means remuneration which would be applicable individual remuneration for services performed in a disqualified taxable year but for the fact that the deduction under this chapter (determined without regard to this paragraph) for such remuneration is allowable in a subsequent taxable year.
hedging loss,title-26_subtitle-A_chapter-1_subchapter-P_part-IV_section-1256_subsection-e,"means the excess of— (i) the deductions allowable under this chapter for the taxable year attributable to hedging transactions (determined without regard to subparagraph (A)(i)), over (ii) income received or accrued by the taxpayer during such taxable year from such transactions."
applicable earnings,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-956_subsection-b,"means, with respect to any controlled foreign corporation, the sum of— (A) the amount (not including a deficit) referred to in section 316(a)(1) to the extent such amount was accumulated in prior taxable years, and (B) the amount referred to in section 316(a)(2), (2) Special rule for U."
modified funded percentage,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-432_subsection-k,means the percentage equal to a fraction the numerator of which is current value of plan assets (as defined in section 3(26) of the Employee Retirement Income Security Act of 1974) and the denominator of which is current liabilities (as defined in section 431(c)(6)(D)).
certificate credit rate,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-25_subsection-b,means the rate of the credit allowable by this section which is specified in the mortgage credit certificate.
life insurance company taxable income,title-26_subtitle-A_chapter-1_subchapter-L_part-I_subpart-A_section-801_subsection-b,"means— (1) life insurance gross income, reduced by (2) life insurance deductions."
qualified written notice of allocation,title-26_subtitle-A_chapter-1_subchapter-T_part-III_section-1388_subsection-c,"means— (A) a written notice of allocation which may be redeemed in cash at its stated dollar amount at any time within a period beginning on the date such written notice of allocation is paid and ending not earlier than 90 days from such date, but only if the distributee receives written notice of the right of redemption at the time he receives such written notice of allocation; and (B) a written notice of allocation which the distributee has consented, in the manner provided in paragraph (2), to take into account at its stated dollar amount as provided in section 1385(a)."
installment acceleration amount,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-430_subsection-c,"means, with respect to any plan year in a restriction period with respect to an election year, the sum of— (I) the aggregate amount of excess employee compensation determined under subparagraph (D) with respect to all employees for the plan year, plus (II) the aggregate amount of extraordinary dividends and redemptions determined under subparagraph (E) for the plan year."
excess credit amount,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-25_subsection-f,"means the excess of— (I) the credit amount for any mortgage credit certificate program, over (II) the amount which would have been the credit amount for such program had such program met the requirements of paragraph (2) of subsection (d)."
