term,type,index,definition
qualified farm-related taxpayer,Entity,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-464_subsection-d,"means any farm-related taxpayer if— (i)(I) the aggregate prepaid farm supplies for the 3 taxable years preceding the taxable year are less than 50 percent of, (II) the aggregate deductible farming expenses (other than prepaid farm supplies) for such 3 taxable years, or (ii) the taxpayer has excess prepaid farm supplies for the taxable year by reason of any change in business operation directly attributable to extraordinary circumstances."
single-family,Entity,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-143_subsection-k,"when used with respect to residences, include 2, 3, or 4 family residences— (A) one unit of which is occupied by the owner of the units, and (B) which were first occupied at least 5 years before the mortgage is executed."
applicable taxpayer,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-C_section-36B_subsection-c,"means, with respect to any taxable year, a taxpayer whose household income for the taxable year equals or exceeds 100 percent but does not exceed 400 percent of an amount equal to the poverty line for a family of the size involved."
applicable taxpayer,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-50_subsection-a,means any taxpayer who has been allowed a credit under section 48D(a) for any prior taxable year.
applicable taxpayer,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-VII_section-59A_subsection-e,"means, with respect to any taxable year, a taxpayer— (A) which is a corporation other than a regulated investment company, a real estate investment trust, or an S corporation, (B) the average annual gross receipts of which for the 3-taxable-year period ending with the preceding taxable year are at least $500,000,000, and (C) the base erosion percentage (as determined under subsection (c)(4)) of which for the taxable year is 3 percent (2 percent in the case of a taxpayer described in subsection (b)(3)(B)) or higher."
applicable taxpayer,Concept,title-26_subtitle-F_chapter-77_section-7526A_subsection-e,"means a taxpayer whose income for the taxable year does not exceed an amount equal to the completed phaseout amount under section 32(b) for a married couple filing a joint return with three or more qualifying children, as determined in a revenue procedure or other published guidance."
parent corporation,Entity,title-26_subtitle-A_chapter-1_subchapter-D_part-II_section-424_subsection-e,"means any corporation (other than the employer corporation) in an unbroken chain of corporations ending with the employer corporation if, at the time of the granting of the option, each of the corporations other than the employer corporation owns stock possessing 50 percent or more of the total combined voting power of all classes of stock in one of the other corporations in such chain."
tenant-stockholder,Entity,title-26_subtitle-A_chapter-1_subchapter-B_part-VII_section-216_subsection-b,"means a person who is a stockholder in a cooperative housing corporation, and whose stock is fully paid-up in an amount not less than an amount shown to the satisfaction of the Secretary as bearing a reasonable relationship to the portion of the value of the corporation's equity in the houses or apartment building and the land on which situated which is attributable to the house or apartment which such person is entitled to occupy."
late enrollee,Entity,title-26_subtitle-K_chapter-100_subchapter-A_section-9801_subsection-b,"means, with respect to coverage under a group health plan, a participant or beneficiary who enrolls under the plan other than during— (A) the first period in which the individual is eligible to enroll under the plan, or (B) a special enrollment period under subsection (f)."
constitutional home rule city,Entity,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-42_subsection-h,meaning given such term by section 146(d)(3)(C).
constitutional home rule city,Entity,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-146_subsection-d,"means, with respect to any calendar year, any political subdivision of a State which, under a State constitution which was adopted in 1970 and effective on July 1, 1971, had home rule powers on the 1st day of the calendar year."
chief judge,Entity,title-26_subtitle-F_chapter-76_subchapter-C_part-I_section-7448_subsection-a,means the chief judge of the Tax Court.
nongrantor trust,Entity,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-877A_subsection-f,means the portion of any trust that the individual is not considered the owner of under subpart E of part I of subchapter J.
applicable elected representative,Entity,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-147_subsection-f,"means with respect to any governmental unit— (I) an elected legislative body of such unit, or (II) the chief elected executive officer, the chief elected State legal officer of the executive branch, or any other elected official of such unit designated for purposes of this paragraph by such chief elected executive officer or by State law."
energy project,Entity,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48_subsection-a,means a project consisting of one or more energy properties that are part of a single project.
bank,Entity,title-26_subtitle-A_chapter-1_subchapter-B_part-VIII_section-246A_subsection-c,meaning given such term by section 581.
bank,Entity,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-n,"means— (1) any bank (as defined in section 581), (2) an insured credit union (within the meaning of paragraph (6) or (7) of section 101 of the Federal Credit Union Act), and (3) a corporation which, under the laws of the State of its incorporation, is subject to supervision and examination by the Commissioner of Banking or other officer of such State in charge of the administration of the banking laws of such State."
